MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,PavedDrive,WoodDeckSF,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,Pool,GarageQuality,HouseAge,GarageAge,Remodel,TotalBath,WeightTotalBsmtSF,TotalPorchSF,Condition2Renew,PUD,SFoyer,Floor,Finish,Slvl,Interest,Rank,Qrtr
3,0.0,11888,Pave,2,Bnk,AllPub,Inside,0,BrkSide,PosN,1Fam,6,6,Gable,CompShg,Wd Sdng,None,0.0,3,3,BrkTil,3,3,1,1,0,1,0,844,844,GasA,4,0,FuseA,1445,689,0,2134,5,1,4,10,5,0,0,Detchd,1,2,441,Y,0,0,0,None,None,0,7,2009,WD,Normal,214500,0,3.0,15,79.0,1,2.0,844,328,1,0,0,2.5,0,0,0.1558064516129032,2.1258333333333335,3
1,60.0,6402,Pave,3,Lvl,AllPub,Corner,0,IDOTRR,Norm,1Fam,5,5,Gable,CompShg,Wd Sdng,None,0.0,3,3,PConc,3,3,2,1,0,1,0,596,596,GasA,3,0,SBrkr,596,596,0,1192,3,1,3,6,5,0,0,Detchd,1,1,189,N,0,0,0,GdWo,None,0,7,2009,WD,Normal,78000,0,2.0,59,89.0,1,1.0,596,137,0,0,0,2.0,1,0,0.1558064516129032,2.1258333333333335,3
3,0.0,10624,Pave,2,Lvl,AllPub,Inside,0,NAmes,Norm,Duplex,5,4,Gable,CompShg,HdBoard,BrkFace,84.0,3,3,CBlock,3,3,1,6,40,3,264,1424,1728,GasA,3,1,SBrkr,1728,0,0,1728,6,2,3,10,5,0,0,Detchd,1,1,352,Y,155,0,0,None,None,0,11,2007,WD,Normal,119000,0,3.0,43,5.0,1,2.5,1032,0,0,0,0,1.0,1,0,4.486666666666668,2.6666666666666665,4
3,70.0,8176,Pave,3,Lvl,AllPub,Inside,0,NAmes,Norm,1Fam,5,6,Gable,CompShg,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,3,846,1,0,210,1056,GasA,2,1,SBrkr,1056,0,0,1056,3,1,3,6,5,0,0,Attchd,2,1,308,Y,0,0,0,None,None,0,8,2007,WD,Normal,139000,0,3.0,15,49.0,1,2.0,2748,0,0,0,0,1.0,1,0,5.022258064516129,2.6666666666666665,3
3,85.0,10655,Pave,2,Lvl,AllPub,Inside,0,NridgHt,Norm,1Fam,8,5,Gable,CompShg,VinylSd,BrkFace,296.0,4,3,PConc,4,3,1,6,1124,0,479,1603,3206,GasA,5,1,SBrkr,1629,0,0,1629,3,1,4,7,5,1,4,Attchd,2,3,880,Y,0,0,0,None,None,0,10,2009,WD,Normal,284000,0,3.0,5,6.0,1,3.0,6744,0,0,0,0,1.0,1,0,0.11806451612903225,2.1258333333333335,4
1,59.0,8198,Pave,3,Lvl,AllPub,FR3,0,NridgHt,Norm,TwnhsE,7,5,Gable,CompShg,VinylSd,Stone,146.0,4,3,PConc,4,3,3,6,720,1,0,638,1358,GasA,5,1,SBrkr,1358,0,0,1358,2,1,4,6,5,1,4,Attchd,2,2,484,Y,192,0,0,None,None,0,7,2008,WD,Normal,207000,0,3.0,4,4.0,1,3.0,4958,30,0,1,0,1.0,1,0,2.0096774193548392,2.1258333333333335,3
3,59.0,9042,Pave,2,Lvl,AllPub,Inside,0,Gilbert,Norm,1Fam,6,5,Gable,CompShg,VinylSd,None,0.0,3,3,PConc,4,3,4,6,828,1,0,115,943,GasA,4,1,SBrkr,943,695,0,1638,3,1,3,7,5,2,3,Attchd,3,2,472,Y,100,0,0,None,None,0,7,2008,WD,Normal,192000,0,3.0,10,10.0,1,3.5,5083,38,0,0,0,2.0,1,0,2.0096774193548392,1.0,3
3,0.0,164660,Grvl,2,HLS,AllPub,Corner,2,Timber,Norm,2fmCon,5,6,Gable,CompShg,Plywood,None,0.0,3,3,CBlock,3,3,4,5,1249,4,147,103,1499,GasA,5,1,SBrkr,1619,167,0,1786,3,1,3,7,5,2,4,Attchd,3,2,529,Y,670,0,0,None,Shed,700,8,2008,WD,Normal,228950,0,3.0,43,43.0,1,4.0,6833,0,0,0,0,1.5,1,0,1.996451612903225,2.1258333333333335,3
3,86.0,14157,Pave,2,HLS,AllPub,Corner,0,StoneBr,Norm,1Fam,9,5,Hip,CompShg,VinylSd,Stone,200.0,4,3,PConc,5,3,4,6,1249,1,0,673,1922,GasA,5,1,SBrkr,1922,0,0,1922,3,1,4,8,5,1,4,Attchd,3,3,676,Y,178,0,0,None,None,0,7,2007,WD,Normal,377426,0,3.0,1,2.0,1,3.0,8167,51,0,0,0,1.0,1,0,5.258387096774194,2.1258333333333335,3
3,70.0,9135,Pave,3,Lvl,AllPub,Inside,0,CollgCr,Norm,1Fam,7,5,Gable,CompShg,VinylSd,BrkFace,113.0,4,3,PConc,4,3,3,6,810,1,0,726,1536,GasA,5,1,SBrkr,1536,0,0,1536,3,1,4,7,5,0,0,Attchd,2,2,532,Y,192,0,0,None,None,0,12,2008,WD,Normal,214000,0,3.0,5,6.0,1,3.0,5586,74,0,0,0,1.0,1,0,0.1551612903225806,2.1258333333333335,4
3,91.0,14145,Pave,3,Lvl,AllPub,Corner,0,NWAmes,Norm,1Fam,7,7,Gable,CompShg,Wd Sdng,None,0.0,4,3,CBlock,4,3,2,5,213,1,0,995,1208,GasA,5,1,SBrkr,1621,0,0,1621,3,1,4,8,5,0,0,Attchd,2,2,440,Y,108,0,0,None,Shed,400,5,2006,WD,Normal,202500,0,3.0,8,22.0,1,3.0,2060,45,0,0,0,1.0,1,0,4.940322580645163,1.5,2
3,66.0,12400,Pave,2,Lvl,AllPub,Inside,0,NAmes,Feedr,1Fam,6,7,Hip,CompShg,Wd Sdng,BrkFace,176.0,3,3,CBlock,3,2,1,3,585,1,0,630,1215,GasA,3,1,FuseA,1215,0,0,1215,3,1,3,6,5,0,0,Attchd,1,1,297,Y,0,0,0,None,None,0,6,2009,WD,Normal,155000,0,3.0,11,51.0,1,1.0,2385,234,1,0,0,1.0,1,0,0.2063333333333333,2.6666666666666665,2
3,85.0,14191,Pave,3,Lvl,AllPub,Inside,0,Timber,Norm,1Fam,8,5,Gable,CompShg,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0,1,0,967,967,GasA,5,1,SBrkr,993,915,0,1908,4,1,4,9,5,0,0,Attchd,3,2,431,Y,135,0,0,None,None,0,4,2010,WD,Normal,202900,0,3.0,8,8.0,1,2.5,967,0,0,0,0,2.0,1,0,0.1983333333333334,2.1258333333333335,2
2,60.0,8400,Pave,3,Lvl,AllPub,Inside,0,SawyerW,Feedr,1Fam,4,4,Gable,CompShg,Wd Sdng,None,0.0,2,2,CBlock,3,2,1,1,0,1,0,721,721,GasA,4,1,SBrkr,841,0,0,841,2,1,3,4,5,0,0,CarPort,1,1,294,N,250,0,0,None,None,0,9,2009,WD,Normal,82000,0,3.0,59,59.0,1,1.0,721,24,1,0,0,1.0,1,0,0.14666666666666667,2.1258333333333335,3
3,0.0,8544,Pave,3,Lvl,AllPub,Inside,0,NAmes,Norm,Duplex,3,4,Gable,CompShg,Stucco,BrkFace,340.0,3,3,Slab,0,0,0,0,0,0,0,0,0,Wall,2,0,FuseA,1040,0,0,1040,2,2,3,6,5,0,0,Detchd,1,2,400,Y,0,0,0,None,None,0,5,2006,WD,Normal,87500,0,3.0,56,57.0,1,2.0,0,0,0,0,0,1.0,1,0,4.940322580645163,2.6666666666666665,2
3,63.0,8849,Pave,2,Lvl,AllPub,Inside,0,NridgHt,Norm,TwnhsE,9,5,Hip,CompShg,MetalSd,BrkFace,616.0,5,3,PConc,5,3,1,6,28,1,0,1656,1684,GasA,5,1,SBrkr,1684,0,0,1684,2,1,5,6,5,1,5,Attchd,2,2,564,Y,495,0,0,None,None,0,7,2008,WD,Normal,266000,0,3.0,3,3.0,1,2.0,1824,72,0,1,0,1.0,1,0,2.0096774193548392,2.1258333333333335,3
1,36.0,2592,Pave,3,Lvl,AllPub,Inside,0,MeadowV,Norm,TwnhsE,5,3,Gable,CompShg,CemntBd,None,0.0,3,3,CBlock,4,3,1,3,129,4,232,175,536,GasA,3,1,SBrkr,536,576,0,1112,3,1,3,4,5,0,0,Attchd,1,1,336,Y,182,0,0,None,None,0,4,2010,WD,Normal,85000,0,3.0,34,34.0,1,1.5,1315,0,0,1,0,2.0,1,0,0.1983333333333334,2.1258333333333335,2
3,65.0,6435,Pave,3,Lvl,AllPub,Inside,0,BrkSide,RRAn,1Fam,6,5,Gable,CompShg,MetalSd,None,0.0,3,3,BrkTil,3,3,1,1,0,1,0,972,972,GasA,4,1,SBrkr,972,605,0,1577,3,1,2,6,5,1,4,Detchd,1,1,312,Y,0,0,0,None,None,0,10,2006,WD,Normal,140200,0,3.0,56,67.0,1,1.0,972,0,1,0,0,1.5,1,0,5.245161290322579,2.1258333333333335,4
3,0.0,12772,Pave,2,Lvl,AllPub,CulDSac,0,NAmes,Norm,1Fam,6,8,Hip,CompShg,MetalSd,None,0.0,3,4,CBlock,3,3,2,4,498,1,0,460,958,GasA,3,1,SBrkr,958,0,0,958,2,1,3,5,5,0,0,Attchd,2,1,301,Y,0,0,0,None,Gar2,15500,4,2007,WD,Normal,151500,0,3.0,9,47.0,1,1.0,2452,0,0,0,0,1.0,1,0,5.249666666666668,2.6666666666666665,2
3,0.0,17600,Pave,2,Lvl,AllPub,Inside,0,NAmes,Norm,1Fam,6,5,Gable,CompShg,Wd Sdng,BrkFace,30.0,3,3,CBlock,3,3,1,4,1270,1,0,208,1478,GasA,5,1,FuseA,1478,0,0,1478,3,1,3,6,5,2,4,Attchd,1,2,498,Y,0,0,0,None,None,0,12,2009,WD,Normal,157500,0,3.0,49,49.0,1,3.0,5288,40,0,0,0,1.0,1,0,0.11806451612903228,2.6666666666666665,4
3,36.0,2448,Pave,3,Lvl,AllPub,Inside,0,NridgHt,Norm,Twnhs,7,5,Gable,CompShg,VinylSd,Stone,106.0,4,3,PConc,4,3,1,6,573,1,0,191,764,GasA,5,1,SBrkr,764,862,0,1626,2,1,4,6,5,0,0,BuiltIn,2,2,474,Y,0,0,0,None,None,0,10,2008,WD,Normal,154000,0,3.0,4,5.0,1,3.5,3629,27,0,1,0,2.0,1,0,0.9693548387096774,2.1258333333333335,4
3,56.0,20431,Pave,1,Lvl,AllPub,Inside,0,NridgHt,Norm,1Fam,9,5,Hip,CompShg,CemntBd,BrkFace,870.0,5,3,PConc,5,3,1,6,1410,1,0,438,1848,GasA,5,1,SBrkr,1848,880,0,2728,4,1,5,10,5,2,5,Attchd,3,3,706,Y,0,0,0,None,None,0,4,2006,New,Partial,437154,0,3.0,0,0.0,1,3.5,8898,0,0,0,0,2.0,1,0,4.790333333333334,2.1258333333333335,2
3,68.0,7820,Pave,2,Lvl,AllPub,Inside,0,NridgHt,Norm,TwnhsE,9,5,Hip,CompShg,MetalSd,BrkFace,362.0,5,3,PConc,5,3,1,1,0,1,0,1869,1869,GasA,5,1,SBrkr,1869,0,0,1869,2,1,5,6,5,1,4,Attchd,2,2,617,Y,210,0,0,None,None,0,12,2007,New,Partial,318061,0,3.0,0,0.0,0,2.0,1869,54,0,1,0,1.0,1,0,4.24451612903226,2.1258333333333335,4
3,0.0,5271,Pave,2,Low,AllPub,Inside,1,ClearCr,Norm,1Fam,7,5,Gable,CompShg,Wd Sdng,None,0.0,3,3,PConc,4,3,4,6,1082,1,0,371,1453,GasA,4,1,SBrkr,1453,0,0,1453,2,1,4,6,5,1,3,Attchd,2,2,445,Y,0,0,0,None,None,0,12,2006,WD,Abnorml,190000,0,3.0,20,20.0,1,2.5,6863,264,0,1,0,1.0,1,0,5.23806451612903,2.1258333333333335,4
3,60.0,9084,Pave,3,Lvl,AllPub,Inside,0,Edwards,Artery,1Fam,5,6,Gable,CompShg,VinylSd,None,0.0,3,3,CBlock,3,2,2,2,236,3,380,0,616,GasA,3,0,SBrkr,616,495,0,1111,3,1,3,5,5,0,0,Detchd,1,1,200,Y,48,0,0,None,None,0,3,2008,ConLw,Normal,95000,0,2.5,58,67.0,1,1.5,1612,0,1,0,0,1.5,1,0,2.6103225806451613,2.0,1
1,60.0,8520,Pave,3,Lvl,AllPub,Inside,0,OldTown,Norm,1Fam,6,8,Gable,CompShg,VinylSd,None,0.0,3,4,BrkTil,3,3,1,1,0,1,0,624,624,GasA,4,1,SBrkr,720,0,0,720,2,1,3,5,5,0,0,Detchd,1,2,484,Y,106,0,0,None,None,0,5,2010,WD,Normal,105900,0,3.0,7,5.0,1,1.0,624,0,0,0,0,1.0,1,0,0.2006451612903227,2.1258333333333335,2
3,60.0,8400,Pave,3,Bnk,AllPub,Inside,0,SWISU,Norm,1Fam,6,5,Gable,CompShg,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,2,388,1,0,552,940,GasA,5,1,SBrkr,1192,403,0,1595,2,1,3,6,5,2,4,Attchd,1,1,240,Y,0,0,0,None,None,0,6,2006,WD,Normal,140000,0,3.0,6,66.0,1,1.0,1328,108,0,0,0,1.5,1,0,4.9910000000000005,2.1258333333333335,2
3,105.0,11249,Pave,1,Lvl,AllPub,Inside,0,CollgCr,Norm,1Fam,6,5,Gable,CompShg,VinylSd,None,0.0,4,4,PConc,4,4,1,5,334,4,544,322,1200,GasA,5,1,SBrkr,1200,0,0,1200,3,1,4,6,5,0,0,Attchd,2,2,521,Y,0,0,0,None,None,0,8,2007,WD,Normal,177500,0,3.0,12,12.0,1,3.0,3846,26,0,0,0,1.0,1,0,5.022258064516129,2.1258333333333335,3
3,0.0,9248,Pave,2,Lvl,AllPub,Inside,0,Gilbert,Norm,1Fam,6,6,Gable,CompShg,HdBoard,BrkFace,106.0,3,3,PConc,4,3,1,6,560,1,0,598,1158,GasA,4,1,SBrkr,1167,0,0,1167,3,1,4,6,5,0,0,Attchd,2,2,400,Y,120,0,0,None,None,0,7,2009,WD,Normal,173000,0,3.0,17,17.0,1,3.0,3958,26,0,0,0,1.0,1,0,0.1558064516129032,1.0,3
1,44.0,4224,Pave,3,Lvl,AllPub,Inside,0,MeadowV,Norm,TwnhsE,5,5,Gable,CompShg,CemntBd,None,0.0,3,3,PConc,4,3,1,5,874,1,0,268,1142,GasA,3,1,SBrkr,1142,0,0,1142,3,1,3,6,5,1,1,Attchd,3,2,528,Y,536,0,0,MnPrv,None,0,8,2007,WD,Normal,134000,0,3.0,31,31.0,1,2.5,4638,90,0,1,0,1.0,1,0,5.022258064516129,2.1258333333333335,3
3,92.0,6930,Pave,2,Lvl,AllPub,Inside,0,ClearCr,Norm,1Fam,5,4,Hip,CompShg,Wd Sdng,BrkFace,120.0,3,3,CBlock,3,3,3,4,300,3,294,468,1062,GasA,5,1,FuseF,1352,0,0,1352,3,1,4,6,4,0,0,BuiltIn,1,1,288,Y,168,0,0,None,None,0,7,2006,WD,Abnorml,130000,0,3.0,48,48.0,1,1.5,2082,294,0,0,0,1.5,1,0,5.235161290322582,2.1258333333333335,3
3,78.0,12011,Pave,2,Lvl,AllPub,CulDSac,0,NoRidge,Norm,1Fam,8,5,Gable,CompShg,VinylSd,BrkFace,530.0,4,3,PConc,4,3,3,6,956,1,0,130,1086,GasA,5,1,SBrkr,1086,838,0,1924,3,1,4,7,5,1,3,Attchd,2,2,592,Y,208,0,0,None,None,0,6,2006,WD,Normal,280000,0,3.0,8,8.0,1,3.5,5866,449,0,0,0,2.0,1,0,4.9910000000000005,2.1258333333333335,2
3,0.0,7540,Pave,2,Lvl,AllPub,CulDSac,0,Mitchel,Norm,1Fam,6,6,Gable,CompShg,VinylSd,None,0.0,3,3,CBlock,4,3,3,6,773,1,0,115,888,GasA,5,1,SBrkr,912,0,0,912,2,1,3,5,5,1,3,Attchd,2,2,470,Y,0,0,0,MnPrv,None,0,6,2007,WD,Normal,156000,0,3.0,29,29.0,1,2.0,4753,192,0,0,1,1.5,1,0,5.254,2.3333333333333335,2
3,0.0,9144,Pave,3,Lvl,AllPub,Inside,0,BrkSide,Norm,1Fam,5,5,Gable,CompShg,MetalSd,None,0.0,3,3,CBlock,3,3,1,3,399,1,0,484,883,GasA,4,1,SBrkr,988,517,0,1505,3,1,3,8,5,0,0,Detchd,1,1,240,N,0,0,0,None,None,0,7,2008,WD,Normal,145000,0,3.0,26,68.0,1,2.0,1681,0,0,0,0,1.5,1,0,2.0096774193548392,2.1258333333333335,3
3,64.0,7301,Pave,3,Lvl,AllPub,Corner,0,Edwards,Norm,1Fam,7,5,Gable,CompShg,HdBoard,BrkFace,500.0,4,3,Slab,0,0,0,0,0,0,0,0,0,GasA,5,1,SBrkr,495,1427,0,1922,4,1,4,7,5,1,5,BuiltIn,2,2,672,Y,0,0,0,None,None,0,7,2009,ConLD,Normal,198500,0,3.0,6,6.0,1,3.0,0,177,0,0,1,1.5,1,0,0.1558064516129032,2.0,3
1,21.0,1680,Pave,3,Lvl,AllPub,Inside,0,BrDale,Norm,Twnhs,6,8,Gable,CompShg,HdBoard,BrkFace,510.0,3,3,CBlock,3,3,1,5,162,1,0,321,483,GasA,4,1,SBrkr,483,504,0,987,2,1,4,5,5,0,0,Detchd,1,1,264,Y,250,0,0,None,None,0,5,2009,WD,Normal,118000,0,3.0,2,37.0,1,1.5,1131,0,0,1,0,2.0,1,0,0.17741935483870971,2.1258333333333335,2
3,0.0,18800,Pave,2,Lvl,AllPub,FR2,0,NWAmes,Norm,1Fam,6,5,Gable,CompShg,HdBoard,BrkFace,120.0,3,3,PConc,4,3,2,6,712,1,0,84,796,GasA,3,1,SBrkr,790,784,0,1574,3,1,3,6,5,1,3,Attchd,3,2,566,Y,306,0,0,None,None,0,7,2006,WD,Normal,190000,0,3.0,30,30.0,1,3.5,4356,111,0,0,0,2.0,1,0,5.235161290322582,1.5,3
1,59.0,10690,Pave,3,Lvl,AllPub,Inside,0,IDOTRR,Norm,1Fam,5,7,Hip,CompShg,VinylSd,None,0.0,3,4,CBlock,3,2,1,3,456,1,0,216,672,GasA,4,1,FuseA,672,672,0,1344,3,1,3,6,5,0,0,Detchd,1,1,468,Y,0,0,0,None,None,0,7,2009,WD,Normal,147000,0,2.5,12,45.0,1,1.0,1584,346,0,0,0,2.0,1,0,0.1558064516129032,2.1258333333333335,3
3,0.0,9500,Pave,2,Lvl,AllPub,Inside,0,NAmes,Norm,1Fam,6,5,Gable,CompShg,Plywood,BrkFace,247.0,3,3,CBlock,4,3,1,4,609,1,0,785,1394,GasA,4,1,SBrkr,1394,0,0,1394,3,1,3,6,5,2,4,Attchd,2,2,514,Y,0,0,0,None,None,0,7,2009,WD,Normal,159000,0,3.0,46,46.0,1,2.5,3221,261,0,0,0,1.0,1,0,0.1558064516129032,2.6666666666666665,3
3,101.0,9150,Pave,2,Lvl,AllPub,Corner,0,NAmes,Norm,1Fam,6,5,Gable,Tar&Grv,Plywood,BrkFace,305.0,3,3,CBlock,4,3,4,6,371,1,0,728,1099,GasA,4,1,SBrkr,1431,0,0,1431,3,1,3,6,5,1,4,Basment,2,1,296,Y,64,0,0,None,None,0,12,2008,WD,Normal,165000,0,3.0,46,46.0,1,1.5,2954,110,0,0,0,1.5,1,0,0.1551612903225806,2.6666666666666665,4
3,78.0,7800,Pave,3,Lvl,AllPub,Inside,0,NAmes,Norm,1Fam,5,6,Gable,CompShg,HdBoard,BrkFace,200.0,3,3,PConc,3,3,1,2,540,1,0,728,1268,GasA,4,1,SBrkr,1268,0,0,1268,2,1,3,7,5,1,4,Attchd,3,1,244,Y,0,0,0,None,None,0,3,2010,WD,Normal,132000,0,3.0,56,56.0,1,1.0,1808,98,0,0,0,1.0,1,0,0.16451612903225812,2.6666666666666665,1
3,0.0,9830,Pave,2,Lvl,AllPub,Corner,0,NAmes,Norm,1Fam,5,7,Gable,CompShg,Wd Sdng,None,0.0,3,4,CBlock,3,3,1,5,72,3,258,733,1063,GasA,5,1,SBrkr,1287,0,0,1287,3,1,4,7,5,1,4,Detchd,3,2,576,Y,364,0,0,None,None,0,3,2010,WD,Normal,162000,0,3.0,4,13.0,1,2.0,1134,199,0,0,0,1.0,1,0,0.16451612903225812,2.6666666666666665,1
3,0.0,8121,Pave,2,Lvl,AllPub,Inside,0,Gilbert,Norm,1Fam,6,5,Gable,CompShg,VinylSd,None,0.0,3,3,PConc,4,3,1,1,0,1,0,953,953,GasA,5,1,SBrkr,953,711,0,1664,3,1,3,7,5,1,3,Attchd,2,2,460,Y,100,0,0,None,None,0,1,2006,WD,Normal,172400,0,3.0,6,6.0,1,2.5,953,40,0,0,0,2.0,1,0,4.285161290322581,1.0,1
3,80.0,17120,Pave,3,Lvl,AllPub,Inside,0,ClearCr,Feedr,1Fam,4,4,Gable,CompShg,WdShing,None,0.0,3,3,CBlock,0,0,0,0,0,0,0,0,0,GasA,3,1,SBrkr,1120,468,0,1588,4,1,3,7,4,1,4,Detchd,3,2,680,N,0,0,0,None,None,0,7,2008,WD,Normal,134432,0,3.0,49,17.0,1,2.0,0,59,1,0,0,1.5,1,0,2.0096774193548392,2.1258333333333335,3
3,50.0,7175,Pave,3,Lvl,AllPub,Inside,0,SawyerW,Norm,TwnhsE,6,5,Gable,CompShg,Plywood,None,0.0,3,3,CBlock,4,3,1,5,623,2,121,0,744,GasA,3,1,SBrkr,752,0,0,752,2,1,3,4,5,0,0,Attchd,1,1,264,Y,353,0,0,MnPrv,None,0,2,2010,WD,Normal,125000,0,3.0,26,26.0,1,2.0,3357,90,0,1,0,1.0,1,0,0.12642857142857145,2.1258333333333335,1
3,79.0,10634,Pave,3,Lvl,AllPub,Inside,0,NAmes,Norm,1Fam,5,6,Gable,CompShg,MetalSd,None,0.0,3,3,PConc,3,3,1,4,428,2,180,0,608,GasA,3,1,SBrkr,1319,0,0,1319,3,1,3,5,4,0,0,Attchd,1,1,270,Y,66,0,0,GdWo,None,0,11,2009,WD,Normal,123000,0,3.0,56,56.0,1,2.0,2072,0,0,0,0,1.0,1,0,0.11900000000000001,2.6666666666666665,4
3,65.0,8200,Pave,3,Lvl,AllPub,Inside,0,CollgCr,Norm,1Fam,7,5,Gable,CompShg,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0,1,0,847,847,GasA,5,1,SBrkr,847,1081,0,1928,4,1,4,8,5,1,4,BuiltIn,3,2,434,Y,100,0,0,None,None,0,7,2007,WD,Normal,219500,0,3.0,3,4.0,1,2.5,847,48,0,0,0,2.0,1,0,5.258387096774194,2.1258333333333335,3
3,0.0,10020,Pave,2,Low,AllPub,Inside,2,Edwards,Norm,1Fam,1,1,Gable,CompShg,Wd Sdng,None,0.0,2,2,BrkTil,2,1,4,4,350,1,0,333,683,GasA,4,0,FuseA,904,0,0,904,1,1,2,4,2,0,0,None,0,0,0,Y,0,0,0,None,None,0,3,2009,WD,Normal,61000,0,0.0,59,87.0,1,1.5,1733,0,0,0,0,1.0,1,0,0.18064516129032265,2.0,1
3,57.0,8846,Pave,2,Lvl,AllPub,CulDSac,0,CollgCr,Norm,1Fam,5,5,Gable,CompShg,VinylSd,None,0.0,4,3,PConc,4,3,3,6,298,1,0,572,870,GasA,5,1,SBrkr,914,0,0,914,2,1,3,5,5,0,0,Detchd,1,2,576,Y,0,0,0,None,None,0,7,2006,WD,Normal,148000,0,3.0,10,8.0,1,1.0,2360,0,0,0,1,1.5,1,0,5.235161290322582,2.1258333333333335,3
4,102.0,11143,Pave,2,Lvl,AllPub,Corner,0,Somerst,Norm,1Fam,8,5,Gable,CompShg,CemntBd,None,0.0,4,3,PConc,4,3,1,1,0,1,0,1580,1580,GasA,5,1,SBrkr,1580,886,0,2466,4,1,4,8,5,1,4,Attchd,2,2,610,Y,159,0,0,None,None,0,12,2007,WD,Normal,340000,0,3.0,2,3.0,1,3.0,1580,214,0,0,0,2.0,1,0,4.24451612903226,2.1258333333333335,4
3,88.0,11394,Pave,3,Lvl,AllPub,Corner,0,StoneBr,Norm,1Fam,9,2,Hip,CompShg,VinylSd,Stone,350.0,4,3,PConc,5,3,3,6,1445,1,0,411,1856,GasA,5,1,SBrkr,1856,0,0,1856,1,1,5,8,5,1,5,Attchd,3,3,834,Y,113,0,0,None,None,0,6,2010,New,Partial,394432,0,3.0,0,0.0,0,2.5,9081,0,0,0,0,1.0,1,0,0.1766666666666667,2.1258333333333335,2
3,60.0,8123,Pave,2,Lvl,AllPub,Inside,0,Gilbert,RRAn,1Fam,6,5,Gable,CompShg,VinylSd,BrkFace,16.0,3,3,PConc,4,3,1,1,0,1,0,982,982,GasA,5,1,SBrkr,1007,793,0,1800,3,1,3,7,5,1,3,Attchd,3,2,463,Y,100,0,0,None,None,0,6,2009,WD,Normal,179000,0,3.0,9,9.0,1,2.5,982,63,1,0,0,2.0,1,0,0.2063333333333333,1.0,2
3,50.0,5000,Pave,3,Lvl,AllPub,Inside,0,SWISU,Norm,1Fam,5,6,Gable,CompShg,BrkFace,None,0.0,3,3,BrkTil,3,3,1,2,218,1,0,808,1026,GasA,3,1,SBrkr,1026,665,0,1691,3,1,4,6,5,1,4,Detchd,1,1,308,Y,0,0,0,None,None,0,5,2010,WD,Normal,127000,0,3.0,60,86.0,1,2.0,1244,242,0,0,0,1.5,1,0,0.2006451612903227,2.1258333333333335,2
4,60.0,7200,Pave,3,Lvl,AllPub,Inside,0,Somerst,Norm,1Fam,7,5,Gable,CompShg,VinylSd,None,0.0,4,3,PConc,4,4,1,1,0,1,0,1293,1293,GasA,5,1,SBrkr,1301,0,0,1301,2,1,4,5,5,1,4,Attchd,2,2,572,Y,216,0,0,None,None,0,8,2006,New,Partial,187750,0,3.0,0,0.0,0,3.0,1293,121,0,0,0,1.0,1,0,5.2464516129032255,2.1258333333333335,3
3,79.0,9245,Pave,2,Lvl,AllPub,Inside,0,CollgCr,Norm,1Fam,7,5,Gable,CompShg,VinylSd,None,0.0,4,3,PConc,4,3,3,1,0,1,0,939,939,GasA,5,1,SBrkr,939,858,0,1797,3,1,4,8,5,0,0,Attchd,2,2,639,Y,144,0,0,None,None,0,4,2007,WD,Normal,213500,0,3.0,1,1.0,1,2.5,939,53,0,0,0,2.0,1,0,5.249666666666668,2.1258333333333335,2
2,60.0,9000,Pave,3,Lvl,AllPub,Corner,0,SawyerW,Norm,1Fam,6,3,Gable,CompShg,Wd Sdng,None,0.0,3,3,BrkTil,2,2,1,1,0,1,0,784,784,GasA,3,0,FuseA,784,0,0,784,2,1,3,5,5,0,0,Detchd,1,2,360,N,0,0,0,None,None,0,10,2009,WD,Normal,76000,0,2.0,59,59.0,1,1.0,784,91,0,0,0,1.5,0,0,0.11806451612903225,2.1258333333333335,4
3,0.0,53107,Pave,1,Low,AllPub,Corner,1,ClearCr,Feedr,1Fam,6,5,Gable,CompShg,HdBoard,None,0.0,4,3,PConc,4,3,3,6,985,1,0,595,1580,GasA,5,1,SBrkr,1079,874,0,1953,3,1,4,9,5,2,2,Attchd,3,2,501,Y,216,0,0,None,None,0,6,2007,WD,Normal,240000,0,3.0,15,15.0,1,3.5,6505,231,1,0,0,2.0,1,0,5.254,2.1258333333333335,2
