,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,OverallQual,OverallCond,RoofStyle,RoofMatl,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,PavedDrive,WoodDeckSF,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,Pool,GarageQuality,HouseAge,GarageAge,Remodel,TotalBath,WeightTotalBsmtSF,TotalPorchSF,Condition2Renew,PUD,SFoyer,Floor,Finish,SLvl,ExteriorBin,Interest,Qrtr,ATNHPIUS11180Q,SalePriceAd
310,3,0.0,7685,Pave,2,Lvl,AllPub,Inside,0,Gilbert,Norm,1Fam,6,5,Gable,CompShg,BrkFace,112.0,3,3,PConc,4,3,1,5,518,1,0,179,697,GasA,4,1,SBrkr,697,804,0,1501,3,1,4,6,5,1,3,Attchd,3,2,420,Y,190,0,0,None,None,0,5,2006,WD,Normal,165600,0,3.0,12,13.0,1,2.5,2769,63,0,0,0,2.0,1,0,0.75,4.940322580645163,2,163.69,101166.8397580793
311,3,50.0,8000,Pave,3,Lvl,AllPub,Inside,0,NAmes,Norm,1Fam,6,6,Gable,CompShg,None,0.0,3,4,CBlock,3,3,1,5,680,1,0,292,972,GasA,5,1,SBrkr,972,0,0,972,2,1,3,5,5,1,4,Detchd,1,1,240,Y,0,0,0,None,None,0,5,2009,WD,Normal,132000,0,3.0,7,61.0,1,2.0,3692,0,0,0,0,1.0,1,0,1.0,0.17741935483870971,2,168.15,78501.33809099019
312,1,65.0,7800,Pave,3,Lvl,AllPub,Inside,0,OldTown,Artery,2fmCon,5,7,Gable,CompShg,None,0.0,3,3,CBlock,4,3,2,3,507,1,0,286,793,GasA,3,1,SBrkr,793,325,0,1118,3,1,3,5,5,1,4,Detchd,1,2,410,Y,0,0,0,MnPrv,None,0,5,2006,WD,Normal,119900,0,3.0,56,67.0,1,2.0,1807,271,1,0,0,1.5,1,0,0.5,4.940322580645163,2,163.69,73248.2130857108
313,3,150.0,215245,Pave,0,Low,AllPub,Inside,2,Timber,Norm,1Fam,7,5,Hip,CompShg,None,0.0,3,3,CBlock,4,3,4,5,1236,3,820,80,2136,GasW,3,1,SBrkr,2036,0,0,2036,3,1,3,8,5,2,4,Attchd,2,2,513,Y,0,0,0,None,None,0,6,2009,WD,Normal,375000,0,3.0,44,44.0,1,4.0,8640,0,0,0,0,1.0,1,0,0.75,0.2063333333333333,2,168.15,223015.16503122213
314,1,60.0,9600,Pave,3,Lvl,AllPub,Inside,0,OldTown,Norm,1Fam,7,7,Gable,CompShg,None,0.0,3,3,BrkTil,3,4,1,2,16,1,0,712,728,GasA,5,1,SBrkr,832,809,0,1641,3,1,5,6,5,1,4,Detchd,1,2,546,Y,0,0,0,None,None,0,8,2006,WD,Normal,178000,0,2.5,16,81.0,1,2.0,744,234,0,0,0,2.0,1,0,0.5,5.2464516129032255,3,161.87,109964.78655711374
315,3,71.0,7795,Pave,2,Lvl,AllPub,Inside,0,Gilbert,Norm,1Fam,7,5,Gable,CompShg,None,0.0,4,3,PConc,4,3,1,6,425,1,0,291,716,GasA,5,1,SBrkr,716,716,0,1432,3,1,4,6,5,1,4,Attchd,3,2,432,Y,100,0,0,None,None,0,7,2009,WD,Normal,188500,0,3.0,4,5.0,1,3.5,2841,51,0,0,0,2.0,1,0,1.0,0.1558064516129032,3,166.18,113431.21915994704
316,3,94.0,13005,Pave,2,Lvl,AllPub,Corner,0,NWAmes,Norm,1Fam,7,7,Gable,CompShg,BrkFace,278.0,4,3,CBlock,4,3,1,6,692,1,0,153,845,GasA,3,1,SBrkr,1153,1200,0,2353,4,1,5,10,5,1,3,Attchd,2,2,484,Y,288,0,0,GdPrv,None,0,8,2009,WD,Normal,260000,0,3.0,29,26.0,1,3.5,4305,195,0,0,0,2.0,1,0,1.0,0.16032258064516125,3,166.18,156456.85401372003
317,4,75.0,9000,Pave,3,Lvl,AllPub,Inside,0,Somerst,Norm,1Fam,8,5,Gable,CompShg,None,0.0,4,3,PConc,4,3,3,1,0,1,0,1088,1088,GasA,5,1,SBrkr,1088,871,0,1959,3,1,4,8,5,1,4,Attchd,2,3,1025,Y,208,0,0,None,None,0,12,2007,WD,Normal,270000,0,3.0,1,1.0,1,2.5,1088,46,0,0,0,2.0,1,0,1.0,4.2445161290322595,4,167.9,160810.00595592614
318,3,90.0,9900,Pave,3,Low,AllPub,Inside,1,NoRidge,Norm,1Fam,7,5,Gable,CompShg,BrkFace,256.0,4,3,PConc,4,3,4,6,987,1,0,360,1347,GasA,5,1,SBrkr,1372,1274,0,2646,4,1,4,9,5,1,3,Attchd,2,3,656,Y,340,0,0,None,None,0,4,2009,WD,Normal,260000,0,3.0,16,16.0,1,3.5,6282,204,0,0,0,2.0,1,0,0.75,0.15033333333333332,2,168.15,154623.84775498067
319,3,0.0,14115,Pave,3,Lvl,AllPub,Inside,0,NWAmes,Norm,1Fam,7,5,Gable,CompShg,BrkFace,225.0,3,3,CBlock,4,3,3,6,1036,1,0,336,1372,GasA,3,1,SBrkr,1472,0,0,1472,3,1,3,6,5,2,3,Attchd,1,2,588,Y,233,0,0,None,None,0,6,2009,WD,Normal,187500,0,3.0,29,29.0,1,3.0,6552,48,0,0,0,1.5,1,1,0.75,0.2063333333333333,2,168.15,111507.58251561107
320,3,111.0,16259,Pave,3,Lvl,AllPub,Corner,0,NridgHt,Norm,1Fam,9,5,Gable,CompShg,Stone,370.0,3,3,PConc,5,4,3,1,0,1,0,1249,1249,GasA,5,1,SBrkr,1249,1347,0,2596,4,1,4,9,5,0,0,Attchd,2,3,840,Y,240,0,0,None,None,0,9,2006,New,Partial,342643,0,3.0,0,0.0,0,3.5,1249,154,0,0,0,2.0,1,0,1.0,5.254666666666668,3,161.87,211677.88966454563
321,3,99.0,12099,Pave,2,Lvl,AllPub,Inside,0,NridgHt,Norm,1Fam,8,5,Gable,CompShg,BrkFace,388.0,4,3,PConc,5,3,3,6,970,1,0,166,1136,GasA,5,1,SBrkr,1136,1332,0,2468,4,1,4,10,5,1,4,BuiltIn,3,3,872,Y,184,0,0,None,None,0,6,2007,WD,Normal,354000,0,3.0,3,3.0,1,3.5,5986,154,0,0,0,2.0,1,0,1.0,5.254,2,168.01,210701.74394381288
322,3,86.0,10380,Pave,2,Lvl,AllPub,Inside,0,SawyerW,Norm,1Fam,7,5,Gable,CompShg,BrkFace,172.0,4,3,CBlock,3,3,4,2,28,5,1474,0,1502,GasA,5,1,SBrkr,1553,1177,0,2730,4,1,4,8,5,1,3,Attchd,3,2,576,Y,201,0,0,MnPrv,None,0,8,2007,WD,Normal,301000,0,3.0,20,20.0,1,3.5,7426,96,0,0,0,2.0,1,0,0.75,5.022258064516129,3,167.17,180056.23018484178
323,1,49.0,5820,Pave,3,Lvl,AllPub,Inside,0,OldTown,Norm,1Fam,3,8,Gable,CompShg,None,0.0,3,4,CBlock,3,3,1,5,256,1,0,906,1162,GasA,5,1,SBrkr,1163,0,0,1163,3,1,3,6,5,0,0,Attchd,1,1,220,Y,142,0,0,None,None,0,7,2006,WD,Normal,126175,0,2.5,1,51.0,1,2.0,2186,98,0,0,0,1.0,1,0,1.0,5.235161290322582,3,161.87,77948.35361710015
324,3,96.0,11275,Pave,3,Lvl,AllPub,Corner,0,NAmes,PosN,1Fam,7,7,Mansard,WdShake,BrkFace,300.0,4,4,CBlock,4,3,1,1,0,1,0,710,710,GasA,5,1,SBrkr,1898,1080,0,2978,5,1,4,11,5,1,4,BuiltIn,3,2,564,Y,240,0,0,None,None,0,6,2010,WD,Normal,242000,0,3.0,3,49.0,1,2.5,710,0,1,0,0,1.5,1,1,0.5,0.1766666666666667,2,166.25,145563.9097744361
325,1,50.0,5000,Pave,3,Lvl,AllPub,Inside,0,IDOTRR,RRAe,1Fam,5,6,Gable,CompShg,None,0.0,3,3,CBlock,3,3,3,4,116,1,0,604,720,GasA,1,0,FuseF,803,0,0,803,2,1,3,5,5,0,0,Detchd,1,2,360,Y,0,0,0,None,None,0,12,2007,WD,Normal,87000,0,3.0,57,66.0,1,1.0,1068,244,1,0,0,1.5,0,0,0.5,4.2445161290322595,4,167.9,51816.55747468731
326,3,32.0,10846,Pave,2,Lvl,AllPub,CulDSac,0,Veenker,Norm,TwnhsE,8,5,Gable,CompShg,None,0.0,4,3,PConc,4,3,4,6,1619,1,0,100,1719,GasA,5,1,SBrkr,1719,0,0,1719,1,1,4,6,5,2,4,Attchd,3,2,473,Y,122,0,0,None,None,0,5,2008,Con,Normal,324000,0,3.0,15,15.0,1,3.5,9814,30,0,1,0,1.0,1,0,0.75,1.9783870967741932,2,166.88,194151.4860977948
327,3,80.0,11600,Pave,3,Lvl,AllPub,Inside,0,NAmes,Norm,1Fam,6,5,Hip,CompShg,BrkFace,175.0,3,3,CBlock,3,3,1,3,565,1,0,818,1383,GasA,3,1,SBrkr,1383,0,0,1383,3,1,3,7,5,0,0,Attchd,2,1,292,Y,0,0,0,None,None,0,4,2006,WD,Normal,145250,0,3.0,46,46.0,1,1.5,2513,45,0,0,0,1.0,1,0,0.5,4.790333333333334,2,163.69,88734.8035921559
328,3,0.0,11888,Pave,2,Bnk,AllPub,Inside,0,BrkSide,PosN,1Fam,6,6,Gable,CompShg,None,0.0,3,3,BrkTil,3,3,1,1,0,1,0,844,844,GasA,4,0,FuseA,1445,689,0,2134,5,1,4,10,5,0,0,Detchd,1,2,441,Y,0,0,0,None,None,0,7,2009,WD,Normal,214500,0,3.0,15,79.0,1,2.0,844,328,1,0,0,2.5,0,0,0.5,0.1558064516129032,3,166.18,129076.90456131904
329,1,60.0,6402,Pave,3,Lvl,AllPub,Corner,0,IDOTRR,Norm,1Fam,5,5,Gable,CompShg,None,0.0,3,3,PConc,3,3,2,1,0,1,0,596,596,GasA,3,0,SBrkr,596,596,0,1192,3,1,3,6,5,0,0,Detchd,1,1,189,N,0,0,0,GdWo,None,0,7,2009,WD,Normal,78000,0,2.0,59,89.0,1,1.0,596,137,0,0,0,2.0,1,0,0.5,0.1558064516129032,3,166.18,46937.056204116016
330,3,0.0,10624,Pave,2,Lvl,AllPub,Inside,0,NAmes,Norm,Duplex,5,4,Gable,CompShg,BrkFace,84.0,3,3,CBlock,3,3,1,6,40,3,264,1424,1728,GasA,3,1,SBrkr,1728,0,0,1728,6,2,3,10,5,0,0,Detchd,1,1,352,Y,155,0,0,None,None,0,11,2007,WD,Normal,119000,0,3.0,43,5.0,1,2.5,1032,0,0,0,0,1.0,1,0,0.75,4.486666666666668,4,167.9,70875.52114353782
331,3,70.0,8176,Pave,3,Lvl,AllPub,Inside,0,NAmes,Norm,1Fam,5,6,Gable,CompShg,None,0.0,3,3,CBlock,3,3,1,3,846,1,0,210,1056,GasA,2,1,SBrkr,1056,0,0,1056,3,1,3,6,5,0,0,Attchd,2,1,308,Y,0,0,0,None,None,0,8,2007,WD,Normal,139000,0,3.0,15,49.0,1,2.0,2748,0,0,0,0,1.0,1,0,0.5,5.022258064516129,3,167.17,83148.89035113956
332,3,85.0,10655,Pave,2,Lvl,AllPub,Inside,0,NridgHt,Norm,1Fam,8,5,Gable,CompShg,BrkFace,296.0,4,3,PConc,4,3,1,6,1124,0,479,1603,3206,GasA,5,1,SBrkr,1629,0,0,1629,3,1,4,7,5,1,4,Attchd,2,3,880,Y,0,0,0,None,None,0,10,2009,WD,Normal,284000,0,3.0,5,6.0,1,3.0,6744,0,0,0,0,1.0,1,0,1.0,0.11806451612903225,4,167.06,169998.8028253322
333,1,59.0,8198,Pave,3,Lvl,AllPub,FR3,0,NridgHt,Norm,TwnhsE,7,5,Gable,CompShg,Stone,146.0,4,3,PConc,4,3,3,6,720,1,0,638,1358,GasA,5,1,SBrkr,1358,0,0,1358,2,1,4,6,5,1,4,Attchd,2,2,484,Y,192,0,0,None,None,0,7,2008,WD,Normal,207000,0,3.0,4,4.0,1,3.0,4958,30,0,1,0,1.0,1,0,1.0,2.009677419354839,3,166.24,124518.76804619827
334,3,59.0,9042,Pave,2,Lvl,AllPub,Inside,0,Gilbert,Norm,1Fam,6,5,Gable,CompShg,None,0.0,3,3,PConc,4,3,4,6,828,1,0,115,943,GasA,4,1,SBrkr,943,695,0,1638,3,1,3,7,5,2,3,Attchd,3,2,472,Y,100,0,0,None,None,0,7,2008,WD,Normal,192000,0,3.0,10,10.0,1,3.5,5083,38,0,0,0,2.0,1,0,1.0,2.009677419354839,3,166.24,115495.66891241577
335,3,0.0,164660,Grvl,2,HLS,AllPub,Corner,2,Timber,Norm,2fmCon,5,6,Gable,CompShg,None,0.0,3,3,CBlock,3,3,4,5,1249,4,147,103,1499,GasA,5,1,SBrkr,1619,167,0,1786,3,1,3,7,5,2,4,Attchd,3,2,529,Y,670,0,0,None,Shed,700,8,2008,WD,Normal,228950,0,3.0,43,43.0,1,4.0,6833,0,0,0,0,1.5,1,0,0.75,1.996451612903225,3,166.24,137722.5697786333
336,3,86.0,14157,Pave,2,HLS,AllPub,Corner,0,StoneBr,Norm,1Fam,9,5,Hip,CompShg,Stone,200.0,4,3,PConc,5,3,4,6,1249,1,0,673,1922,GasA,5,1,SBrkr,1922,0,0,1922,3,1,4,8,5,1,4,Attchd,3,3,676,Y,178,0,0,None,None,0,7,2007,WD,Normal,377426,0,3.0,1,2.0,1,3.0,8167,51,0,0,0,1.0,1,0,1.0,5.258387096774193,3,167.17,225773.7632350302
337,3,70.0,9135,Pave,3,Lvl,AllPub,Inside,0,CollgCr,Norm,1Fam,7,5,Gable,CompShg,BrkFace,113.0,4,3,PConc,4,3,3,6,810,1,0,726,1536,GasA,5,1,SBrkr,1536,0,0,1536,3,1,4,7,5,0,0,Attchd,2,2,532,Y,192,0,0,None,None,0,12,2008,WD,Normal,214000,0,3.0,5,6.0,1,3.0,5586,74,0,0,0,1.0,1,0,1.0,0.1551612903225806,4,166.91,128212.8092984243
338,3,91.0,14145,Pave,3,Lvl,AllPub,Corner,0,NWAmes,Norm,1Fam,7,7,Gable,CompShg,None,0.0,4,3,CBlock,4,3,2,5,213,1,0,995,1208,GasA,5,1,SBrkr,1621,0,0,1621,3,1,4,8,5,0,0,Attchd,2,2,440,Y,108,0,0,None,Shed,400,5,2006,WD,Normal,202500,0,3.0,8,22.0,1,3.0,2060,45,0,0,0,1.0,1,0,0.5,4.940322580645163,2,163.69,123709.45079112957
339,3,66.0,12400,Pave,2,Lvl,AllPub,Inside,0,NAmes,Feedr,1Fam,6,7,Hip,CompShg,BrkFace,176.0,3,3,CBlock,3,2,1,3,585,1,0,630,1215,GasA,3,1,FuseA,1215,0,0,1215,3,1,3,6,5,0,0,Attchd,1,1,297,Y,0,0,0,None,None,0,6,2009,WD,Normal,155000,0,3.0,11,51.0,1,1.0,2385,234,1,0,0,1.0,1,0,0.5,0.2063333333333333,2,168.15,92179.60154623848
340,3,85.0,14191,Pave,3,Lvl,AllPub,Inside,0,Timber,Norm,1Fam,8,5,Gable,CompShg,None,0.0,4,3,PConc,4,3,1,1,0,1,0,967,967,GasA,5,1,SBrkr,993,915,0,1908,4,1,4,9,5,0,0,Attchd,3,2,431,Y,135,0,0,None,None,0,4,2010,WD,Normal,202900,0,3.0,8,8.0,1,2.5,967,0,0,0,0,2.0,1,0,1.0,0.1983333333333334,2,166.25,122045.11278195489
341,2,60.0,8400,Pave,3,Lvl,AllPub,Inside,0,SawyerW,Feedr,1Fam,4,4,Gable,CompShg,None,0.0,2,2,CBlock,3,2,1,1,0,1,0,721,721,GasA,4,1,SBrkr,841,0,0,841,2,1,3,4,5,0,0,CarPort,1,1,294,N,250,0,0,None,None,0,9,2009,WD,Normal,82000,0,3.0,59,59.0,1,1.0,721,24,1,0,0,1.0,1,0,0.5,0.14666666666666667,3,166.18,49344.08472740401
342,3,0.0,8544,Pave,3,Lvl,AllPub,Inside,0,NAmes,Norm,Duplex,3,4,Gable,CompShg,BrkFace,340.0,3,3,Slab,0,0,0,0,0,0,0,0,0,Wall,2,0,FuseA,1040,0,0,1040,2,2,3,6,5,0,0,Detchd,1,2,400,Y,0,0,0,None,None,0,5,2006,WD,Normal,87500,0,3.0,56,57.0,1,2.0,0,0,0,0,0,1.0,1,0,0.5,4.940322580645163,2,163.69,53454.70095913006
343,3,63.0,8849,Pave,2,Lvl,AllPub,Inside,0,NridgHt,Norm,TwnhsE,9,5,Hip,CompShg,BrkFace,616.0,5,3,PConc,5,3,1,6,28,1,0,1656,1684,GasA,5,1,SBrkr,1684,0,0,1684,2,1,5,6,5,1,5,Attchd,2,2,564,Y,495,0,0,None,None,0,7,2008,WD,Normal,266000,0,3.0,3,3.0,1,2.0,1824,72,0,1,0,1.0,1,0,0.5,2.009677419354839,3,166.24,160009.62463907604
344,1,36.0,2592,Pave,3,Lvl,AllPub,Inside,0,MeadowV,Norm,TwnhsE,5,3,Gable,CompShg,None,0.0,3,3,CBlock,4,3,1,3,129,4,232,175,536,GasA,3,1,SBrkr,536,576,0,1112,3,1,3,4,5,0,0,Attchd,1,1,336,Y,182,0,0,None,None,0,4,2010,WD,Normal,85000,0,3.0,34,34.0,1,1.5,1315,0,0,1,0,2.0,1,0,1.0,0.1983333333333334,2,166.25,51127.819548872176
345,3,65.0,6435,Pave,3,Lvl,AllPub,Inside,0,BrkSide,RRAn,1Fam,6,5,Gable,CompShg,None,0.0,3,3,BrkTil,3,3,1,1,0,1,0,972,972,GasA,4,1,SBrkr,972,605,0,1577,3,1,2,6,5,1,4,Detchd,1,1,312,Y,0,0,0,None,None,0,10,2006,WD,Normal,140200,0,3.0,56,67.0,1,1.0,972,0,1,0,0,1.5,1,0,0.5,5.245161290322579,4,164.19,85388.8787380474
346,3,0.0,12772,Pave,2,Lvl,AllPub,CulDSac,0,NAmes,Norm,1Fam,6,8,Hip,CompShg,None,0.0,3,4,CBlock,3,3,2,4,498,1,0,460,958,GasA,3,1,SBrkr,958,0,0,958,2,1,3,5,5,0,0,Attchd,2,1,301,Y,0,0,0,None,Gar2,15500,4,2007,WD,Normal,151500,0,3.0,9,47.0,1,1.0,2452,0,0,0,0,1.0,1,0,0.5,5.249666666666668,2,168.01,90173.20397595382
347,3,0.0,17600,Pave,2,Lvl,AllPub,Inside,0,NAmes,Norm,1Fam,6,5,Gable,CompShg,BrkFace,30.0,3,3,CBlock,3,3,1,4,1270,1,0,208,1478,GasA,5,1,FuseA,1478,0,0,1478,3,1,3,6,5,2,4,Attchd,1,2,498,Y,0,0,0,None,None,0,12,2009,WD,Normal,157500,0,3.0,49,49.0,1,3.0,5288,40,0,0,0,1.0,1,0,0.5,0.11806451612903227,4,167.06,94277.50508799234
348,3,36.0,2448,Pave,3,Lvl,AllPub,Inside,0,NridgHt,Norm,Twnhs,7,5,Gable,CompShg,Stone,106.0,4,3,PConc,4,3,1,6,573,1,0,191,764,GasA,5,1,SBrkr,764,862,0,1626,2,1,4,6,5,0,0,BuiltIn,2,2,474,Y,0,0,0,None,None,0,10,2008,WD,Normal,154000,0,3.0,4,5.0,1,3.5,3629,27,0,1,0,2.0,1,0,1.0,0.9693548387096774,4,166.91,92265.29267269786
349,3,56.0,20431,Pave,1,Lvl,AllPub,Inside,0,NridgHt,Norm,1Fam,9,5,Hip,CompShg,BrkFace,870.0,5,3,PConc,5,3,1,6,1410,1,0,438,1848,GasA,5,1,SBrkr,1848,880,0,2728,4,1,5,10,5,2,5,Attchd,3,3,706,Y,0,0,0,None,None,0,4,2006,New,Partial,437154,0,3.0,0,0.0,1,3.5,8898,0,0,0,0,2.0,1,0,1.0,4.790333333333334,2,163.69,267062.1296352862
350,3,68.0,7820,Pave,2,Lvl,AllPub,Inside,0,NridgHt,Norm,TwnhsE,9,5,Hip,CompShg,BrkFace,362.0,5,3,PConc,5,3,1,1,0,1,0,1869,1869,GasA,5,1,SBrkr,1869,0,0,1869,2,1,5,6,5,1,4,Attchd,2,2,617,Y,210,0,0,None,None,0,12,2007,New,Partial,318061,0,3.0,0,0.0,0,2.0,1869,54,0,1,0,1.0,1,0,0.5,4.2445161290322595,4,167.9,189434.78260869565
351,3,0.0,5271,Pave,2,Low,AllPub,Inside,1,ClearCr,Norm,1Fam,7,5,Gable,CompShg,None,0.0,3,3,PConc,4,3,4,6,1082,1,0,371,1453,GasA,4,1,SBrkr,1453,0,0,1453,2,1,4,6,5,1,3,Attchd,2,2,445,Y,0,0,0,None,None,0,12,2006,WD,Abnorml,190000,0,3.0,20,20.0,1,2.5,6863,264,0,1,0,1.0,1,0,0.5,5.23806451612903,4,164.19,115719.5931542725
352,3,60.0,9084,Pave,3,Lvl,AllPub,Inside,0,Edwards,Artery,1Fam,5,6,Gable,CompShg,None,0.0,3,3,CBlock,3,2,2,2,236,3,380,0,616,GasA,3,0,SBrkr,616,495,0,1111,3,1,3,5,5,0,0,Detchd,1,1,200,Y,48,0,0,None,None,0,3,2008,ConLw,Normal,95000,0,2.5,58,67.0,1,1.5,1612,0,1,0,0,1.5,1,0,1.0,2.6103225806451613,1,169.12,56173.13150425733
353,1,60.0,8520,Pave,3,Lvl,AllPub,Inside,0,OldTown,Norm,1Fam,6,8,Gable,CompShg,None,0.0,3,4,BrkTil,3,3,1,1,0,1,0,624,624,GasA,4,1,SBrkr,720,0,0,720,2,1,3,5,5,0,0,Detchd,1,2,484,Y,106,0,0,None,None,0,5,2010,WD,Normal,105900,0,3.0,7,5.0,1,1.0,624,0,0,0,0,1.0,1,0,1.0,0.2006451612903227,2,166.25,63699.24812030075
354,3,60.0,8400,Pave,3,Bnk,AllPub,Inside,0,SWISU,Norm,1Fam,6,5,Gable,CompShg,None,0.0,3,3,CBlock,3,3,1,2,388,1,0,552,940,GasA,5,1,SBrkr,1192,403,0,1595,2,1,3,6,5,2,4,Attchd,1,1,240,Y,0,0,0,None,None,0,6,2006,WD,Normal,140000,0,3.0,6,66.0,1,1.0,1328,108,0,0,0,1.5,1,0,0.5,4.9910000000000005,2,163.69,85527.5215346081
355,3,105.0,11249,Pave,1,Lvl,AllPub,Inside,0,CollgCr,Norm,1Fam,6,5,Gable,CompShg,None,0.0,4,4,PConc,4,4,1,5,334,4,544,322,1200,GasA,5,1,SBrkr,1200,0,0,1200,3,1,4,6,5,0,0,Attchd,2,2,521,Y,0,0,0,None,None,0,8,2007,WD,Normal,177500,0,3.0,12,12.0,1,3.0,3846,26,0,0,0,1.0,1,0,1.0,5.022258064516129,3,167.17,106179.33839803793
356,3,0.0,9248,Pave,2,Lvl,AllPub,Inside,0,Gilbert,Norm,1Fam,6,6,Gable,CompShg,BrkFace,106.0,3,3,PConc,4,3,1,6,560,1,0,598,1158,GasA,4,1,SBrkr,1167,0,0,1167,3,1,4,6,5,0,0,Attchd,2,2,400,Y,120,0,0,None,None,0,7,2009,WD,Normal,173000,0,3.0,17,17.0,1,3.0,3958,26,0,0,0,1.0,1,0,0.75,0.1558064516129032,3,166.18,104103.98363220603
357,1,44.0,4224,Pave,3,Lvl,AllPub,Inside,0,MeadowV,Norm,TwnhsE,5,5,Gable,CompShg,None,0.0,3,3,PConc,4,3,1,5,874,1,0,268,1142,GasA,3,1,SBrkr,1142,0,0,1142,3,1,3,6,5,1,1,Attchd,3,2,528,Y,536,0,0,MnPrv,None,0,8,2007,WD,Normal,134000,0,3.0,31,31.0,1,2.5,4638,90,0,1,0,1.0,1,0,1.0,5.022258064516129,3,167.17,80157.92307232159
358,3,92.0,6930,Pave,2,Lvl,AllPub,Inside,0,ClearCr,Norm,1Fam,5,4,Hip,CompShg,BrkFace,120.0,3,3,CBlock,3,3,3,4,300,3,294,468,1062,GasA,5,1,FuseF,1352,0,0,1352,3,1,4,6,4,0,0,BuiltIn,1,1,288,Y,168,0,0,None,None,0,7,2006,WD,Abnorml,130000,0,3.0,48,48.0,1,1.5,2082,294,0,0,0,1.5,1,1,0.5,5.235161290322582,3,161.87,80311.36096867856
359,3,78.0,12011,Pave,2,Lvl,AllPub,CulDSac,0,NoRidge,Norm,1Fam,8,5,Gable,CompShg,BrkFace,530.0,4,3,PConc,4,3,3,6,956,1,0,130,1086,GasA,5,1,SBrkr,1086,838,0,1924,3,1,4,7,5,1,3,Attchd,2,2,592,Y,208,0,0,None,None,0,6,2006,WD,Normal,280000,0,3.0,8,8.0,1,3.5,5866,449,0,0,0,2.0,1,0,1.0,4.9910000000000005,2,163.69,171055.0430692162
360,3,0.0,7540,Pave,2,Lvl,AllPub,CulDSac,0,Mitchel,Norm,1Fam,6,6,Gable,CompShg,None,0.0,3,3,CBlock,4,3,3,6,773,1,0,115,888,GasA,5,1,SBrkr,912,0,0,912,2,1,3,5,5,1,3,Attchd,2,2,470,Y,0,0,0,MnPrv,None,0,6,2007,WD,Normal,156000,0,3.0,29,29.0,1,2.0,4753,192,0,0,1,1.5,1,0,1.0,5.254,2,168.01,92851.61597523958
361,3,0.0,9144,Pave,3,Lvl,AllPub,Inside,0,BrkSide,Norm,1Fam,5,5,Gable,CompShg,None,0.0,3,3,CBlock,3,3,1,3,399,1,0,484,883,GasA,4,1,SBrkr,988,517,0,1505,3,1,3,8,5,0,0,Detchd,1,1,240,N,0,0,0,None,None,0,7,2008,WD,Normal,145000,0,3.0,26,68.0,1,2.0,1681,0,0,0,0,1.5,1,0,0.5,2.009677419354839,3,166.24,87223.291626564
362,3,64.0,7301,Pave,3,Lvl,AllPub,Corner,0,Edwards,Norm,1Fam,7,5,Gable,CompShg,BrkFace,500.0,4,3,Slab,0,0,0,0,0,0,0,0,0,GasA,5,1,SBrkr,495,1427,0,1922,4,1,4,7,5,1,5,BuiltIn,2,2,672,Y,0,0,0,None,None,0,7,2009,ConLD,Normal,198500,0,3.0,6,6.0,1,3.0,0,177,0,0,1,1.5,1,0,0.75,0.1558064516129032,3,166.18,119448.79046816703
363,1,21.0,1680,Pave,3,Lvl,AllPub,Inside,0,BrDale,Norm,Twnhs,6,8,Gable,CompShg,BrkFace,510.0,3,3,CBlock,3,3,1,5,162,1,0,321,483,GasA,4,1,SBrkr,483,504,0,987,2,1,4,5,5,0,0,Detchd,1,1,264,Y,250,0,0,None,None,0,5,2009,WD,Normal,118000,0,3.0,2,37.0,1,1.5,1131,0,0,1,0,2.0,1,0,0.75,0.17741935483870971,2,168.15,70175.43859649122
364,3,0.0,18800,Pave,2,Lvl,AllPub,FR2,0,NWAmes,Norm,1Fam,6,5,Gable,CompShg,BrkFace,120.0,3,3,PConc,4,3,2,6,712,1,0,84,796,GasA,3,1,SBrkr,790,784,0,1574,3,1,3,6,5,1,3,Attchd,3,2,566,Y,306,0,0,None,None,0,7,2006,WD,Normal,190000,0,3.0,30,30.0,1,3.5,4356,111,0,0,0,2.0,1,0,0.75,5.235161290322582,3,161.87,117378.14295422252
365,1,59.0,10690,Pave,3,Lvl,AllPub,Inside,0,IDOTRR,Norm,1Fam,5,7,Hip,CompShg,None,0.0,3,4,CBlock,3,2,1,3,456,1,0,216,672,GasA,4,1,FuseA,672,672,0,1344,3,1,3,6,5,0,0,Detchd,1,1,468,Y,0,0,0,None,None,0,7,2009,WD,Normal,147000,0,2.5,12,45.0,1,1.0,1584,346,0,0,0,2.0,1,0,1.0,0.1558064516129032,3,166.18,88458.29823083403
